STN,YYYYMMDD,    Q 
  260,20070503, 2236
  260,20070504, 2300
  260,20070505, 2497
  260,20070506, 1532
  260,20070507,  227
  260,20070508, 1394
  260,20070509, 1469
  260,20070510, 1441
  260,20070511,  901
  260,20070512, 1284
  260,20070513, 1297
  260,20070514,  930
  260,20070515, 2059
  260,20070516, 1941
  260,20070517, 1680
  260,20070518, 1835
  260,20070519, 2462
  260,20070520, 1729
  260,20070521,  990
  260,20070522,  789
  260,20070523, 2755
  260,20070524, 2701
  260,20070525, 2264
  260,20070526, 1224
  260,20070527, 1146
  260,20070528,  854
  260,20070529,  853
  260,20070530, 2505
  260,20070531, 1392
  260,20070601, 1786
  260,20070602, 2531
  260,20070603, 1893
  260,20070604, 2316
  260,20070605, 1972
  260,20070606, 1945
  260,20070607, 2357
  260,20070608, 2141
  260,20070609, 1006
  260,20070610, 1490
  260,20070611, 1963
  260,20070612,  535
  260,20070613, 1530
  260,20070614, 1398
  260,20070615, 1377
  260,20070616, 1539
  260,20070617, 1290
  260,20070618, 1150
  260,20070619, 2821
  260,20070620, 2116
  260,20070621,  979
  260,20070622, 1651
  260,20070623, 1658
  260,20070624, 1425
  260,20070625, 1339
  260,20070626, 1141
  260,20070627, 2075
  260,20070628, 2635
  260,20070629,  672
  260,20070630, 1282
  260,20070701, 1833
  260,20070702, 1717
  260,20070703, 1182
  260,20070704,  995
  260,20070705, 1680
  260,20070706,  494
  260,20070707, 1871
  260,20070708, 1904
  260,20070709, 1963
  260,20070710, 1834
  260,20070711,  978
  260,20070712, 1039
  260,20070713, 1545
  260,20070714, 1772
  260,20070715, 1436
  260,20070716, 1653
  260,20070717, 2157
  260,20070718, 1904
  260,20070719, 2276
  260,20070720,  727
  260,20070721, 2465
  260,20070722, 1543
  260,20070723,  881
  260,20070724, 1584
  260,20070725, 2206
  260,20070726,  919
  260,20070727, 2280
  260,20070728, 1713
  260,20070729, 1326
  260,20070730, 2106
  260,20070731, 1918
  260,20070801, 2456
  260,20070802, 1381
  260,20070803, 1935
  260,20070804, 2548
  260,20070805, 2544
  260,20070806, 1749
  260,20070807, 1035
  260,20070808, 1286
  260,20070809,  309
  260,20070810, 1225
  260,20070811, 2138
  260,20070812, 1762
  260,20070813, 1837
  260,20070814, 1737
  260,20070815, 1393
  260,20070816, 1542
  260,20070817, 1319
  260,20070818, 1721
  260,20070819, 1613
  260,20070820, 1123
  260,20070821, 1205
  260,20070822, 1223
  260,20070823,  978
  260,20070824, 1658
  260,20070825, 1928
  260,20070826, 1716
  260,20070827, 1656
  260,20070828, 1518
  260,20070829, 1713
  260,20070830,  953
  260,20070831,  559
  260,20070901, 1035
  260,20070902, 1012
  260,20070903, 1520
  260,20070904, 1678
  260,20070905,  455
  260,20070906, 1122
  260,20070907, 1347
  260,20070908,  584
  260,20070909,  890
  260,20070910,  816
  260,20070911, 1040
  260,20070912,  953
  260,20070913,  992
  260,20070914,  963
  260,20070915, 1529
  260,20070916, 1454
  260,20070917,  285
  260,20070918, 1175
  260,20070919,  982
  260,20070920,  438
  260,20070921,  835
  260,20070922,  696
  260,20070923, 1363
  260,20070924,  549
  260,20070925,  797
  260,20070926,  562
  260,20070927, 1199
  260,20070928,  691
  260,20070929,  215
  260,20070930,  737
  260,20071001,  320
  260,20071002,  543
  260,20071003,  177
  260,20071004,  592
  260,20071005,  742
  260,20071006, 1249
  260,20071007, 1161
  260,20071008,  698
  260,20071009,  672
  260,20071010,  807
  260,20071011,  950
  260,20071012,  653
  260,20071013, 1066
  260,20071014, 1112
  260,20071015,  846
  260,20071016,  941
  260,20071017,  220
  260,20071018,  802
  260,20071019,  517
  260,20071020,  932
  260,20071021,  523
  260,20071022,  968
  260,20071023,  957
  260,20071024,  435
  260,20071025,  189
  260,20071026,  280
  260,20071027,  197
  260,20071028,  391
  260,20071029,   87
  260,20071030,  544
  260,20071031,  431
  260,20071101,  227
  260,20071102,  155
  260,20071103,  199
  260,20071104,  275
  260,20071105,  241
  260,20071106,  468
  260,20071107,  128
  260,20071108,  273
  260,20071109,  332
  260,20071110,  345
  260,20071111,  354
  260,20071112,  404
  260,20071113,  100
  260,20071114,  489
  260,20071115,  550
  260,20071116,  231
  260,20071117,  442
  260,20071118,  495
  260,20071119,  227
  260,20071120,  299
  260,20071121,   83
  260,20071122,  424
  260,20071123,  229
  260,20071124,  267
  260,20071125,  256
  260,20071126,  293
  260,20071127,  264
  260,20071128,  106
  260,20071129,   55
  260,20071130,   78
  260,20071201,  378
  260,20071202,   55
  260,20071203,  287
  260,20071204,  139
  260,20071205,   95
  260,20071206,   47
  260,20071207,  193
  260,20071208,  218
  260,20071209,  333
  260,20071210,  214
  260,20071211,  283
  260,20071212,  108
  260,20071213,  136
  260,20071214,  259
  260,20071215,  212
  260,20071216,  367
  260,20071217,  110
  260,20071218,  285
  260,20071219,  430
  260,20071220,   66
  260,20071221,   93
  260,20071222,  395
  260,20071223,  295
  260,20071224,  119
  260,20071225,  186
  260,20071226,  155
  260,20071227,   77
  260,20071228,  181
  260,20071229,  331
  260,20071230,  213
  260,20071231,  145
  260,20080101,  192
  260,20080102,  385
  260,20080103,  221
  260,20080104,  106
  260,20080105,  163
  260,20080106,  385
  260,20080107,  193
  260,20080108,  128
  260,20080109,  243
  260,20080110,  235
  260,20080111,  113
  260,20080112,  250
  260,20080113,  197
  260,20080114,  249
  260,20080115,   59
  260,20080116,  291
  260,20080117,  105
  260,20080118,  103
  260,20080119,   43
  260,20080120,   53
  260,20080121,   94
  260,20080122,  471
  260,20080123,   74
  260,20080124,   72
  260,20080125,  283
  260,20080126,  461
  260,20080127,  311
  260,20080128,  197
  260,20080129,  125
  260,20080130,  246
  260,20080131,  175
  260,20080201,  348
  260,20080202,  556
  260,20080203,  530
  260,20080204,  225
  260,20080205,  103
  260,20080206,  181
  260,20080207,  392
  260,20080208,  752
  260,20080209,  787
  260,20080210,  777
  260,20080211,  782
  260,20080212,  806
  260,20080213,  162
  260,20080214,  147
  260,20080215,  954
  260,20080216,  983
  260,20080217,  986
  260,20080218,  837
  260,20080219,  298
  260,20080220,  497
  260,20080221,  213
  260,20080222,  175
  260,20080223,  335
  260,20080224,  481
  260,20080225,  898
  260,20080226,  269
  260,20080227,  891
  260,20080228,  674
  260,20080229,  563
  260,20080301,  681
  260,20080302,  912
  260,20080303,  927
  260,20080304,  983
  260,20080305, 1116
  260,20080306,  181
  260,20080307,  381
  260,20080308,  782
  260,20080309,  288
  260,20080310,  328
  260,20080311,  564
  260,20080312,  265
  260,20080313,  852
  260,20080314, 1259
  260,20080315,  806
  260,20080316,  243
  260,20080317,  692
  260,20080318, 1122
  260,20080319, 1233
  260,20080320,  624
  260,20080321,  617
  260,20080322,  519
  260,20080323, 1122
  260,20080324, 1201
  260,20080325, 1090
  260,20080326,  486
  260,20080327,  723
  260,20080328,  859
  260,20080329, 1303
  260,20080330,  414
  260,20080331,  898
  260,20080401,  647
  260,20080402,  803
  260,20080403,  768
  260,20080404,  629
  260,20080405,  557
  260,20080406, 1548
  260,20080407, 1555
  260,20080408, 1352
  260,20080409, 2038
  260,20080410, 1461
  260,20080411, 1651
  260,20080412, 1254
  260,20080413, 1432
  260,20080414, 1214
  260,20080415, 1516
  260,20080416, 1239
  260,20080417, 1762
  260,20080418, 1794
  260,20080419, 1457
  260,20080420, 2070
  260,20080421, 2211
  260,20080422, 2098
  260,20080423, 1592
  260,20080424, 1257
  260,20080425, 1668
  260,20080426, 1978
  260,20080427, 1736
  260,20080428,  646
  260,20080429, 1430
  260,20080430, 1206
  260,20080501, 1617
  260,20080502, 1859
  260,20080503, 2242
  260,20080504, 2484
  260,20080505, 2607
  260,20080506, 2146
  260,20080507, 2470
  260,20080508, 2592
  260,20080509, 2625
  260,20080510, 2564
  260,20080511, 2645
  260,20080512, 2395
  260,20080513, 2043
  260,20080514, 2433
  260,20080515, 1483
  260,20080516,  472
  260,20080517,  443
  260,20080518, 1984
  260,20080519, 1490
  260,20080520, 2677
  260,20080521, 2324
  260,20080522, 2128
  260,20080523, 2137
  260,20080524, 2405
  260,20080525,  845
  260,20080526,  795
  260,20080527, 1493
  260,20080528, 1663
  260,20080529,  928
  260,20080530,  970
  260,20080531, 1860
  260,20080601, 1150
  260,20080602, 2203
  260,20080603, 1551
  260,20080604, 1318
  260,20080605,  544
  260,20080606, 2416
  260,20080607, 1902
  260,20080608, 2542
  260,20080609, 2848
  260,20080610, 2691
  260,20080611, 2216
  260,20080612,  772
  260,20080613, 1805
  260,20080614, 1139
  260,20080615, 1953
  260,20080616, 2399
  260,20080617, 2940
  260,20080618, 2205
  260,20080619, 1489
  260,20080620, 1866
  260,20080621, 1948
  260,20080622, 1875
  260,20080623, 1950
  260,20080624, 2797
  260,20080625, 2141
  260,20080626, 2621
  260,20080627, 2377
  260,20080628, 1479
  260,20080629, 1789
  260,20080630, 2142
  260,20080701, 2913
  260,20080702, 1783
  260,20080703,  764
  260,20080704, 2646
  260,20080705, 1885
  260,20080706, 1794
  260,20080707, 1369
  260,20080708, 1208
  260,20080709, 1459
  260,20080710,  565
  260,20080711, 1465
  260,20080712, 1834
  260,20080713, 1986
  260,20080714, 2320
  260,20080715,  682
  260,20080716, 2021
  260,20080717,  669
  260,20080718,  986
  260,20080719, 1053
  260,20080720, 1487
  260,20080721,  717
  260,20080722, 2015
  260,20080723, 1669
  260,20080724, 2710
  260,20080725, 2203
  260,20080726, 1499
  260,20080727, 2352
  260,20080728, 1597
  260,20080729, 1474
  260,20080730, 1770
  260,20080731, 2267
  260,20080801, 1896
  260,20080802, 1790
  260,20080803,  804
  260,20080804, 1839
  260,20080805, 1757
  260,20080806, 2036
  260,20080807,  764
  260,20080808, 1265
  260,20080809, 1851
  260,20080810, 1426
  260,20080811, 1037
  260,20080812, 1400
  260,20080813, 1475
  260,20080814, 1593
  260,20080815, 1895
  260,20080816, 2126
  260,20080817,  937
  260,20080818,  613
  260,20080819, 1205
  260,20080820,  814
  260,20080821, 1185
  260,20080822,  556
  260,20080823, 1727
  260,20080824, 1050
  260,20080825, 1535
  260,20080826,  370
  260,20080827,  343
  260,20080828,  504
  260,20080829, 1480
  260,20080830, 2062
  260,20080831, 1861
  260,20080901, 1214
  260,20080902,  524
  260,20080903,  770
  260,20080904, 1357
  260,20080905,  688
  260,20080906, 1049
  260,20080907,  477
  260,20080908,  649
  260,20080909, 1756
  260,20080910, 1217
  260,20080911, 1438
  260,20080912,  366
  260,20080913,  724
  260,20080914, 1623
  260,20080915, 1200
  260,20080916,  749
  260,20080917,  874
  260,20080918, 1563
  260,20080919, 1360
  260,20080920, 1579
  260,20080921, 1052
  260,20080922,  914
  260,20080923,  388
  260,20080924,  581
  260,20080925, 1408
  260,20080926, 1405
  260,20080927, 1417
  260,20080928, 1209
  260,20080929,  623
  260,20080930,  331
  260,20081001,  736
  260,20081002,  863
  260,20081003, 1230
  260,20081004,  738
  260,20081005,  139
  260,20081006,  406
  260,20081007,  490
  260,20081008,  595
  260,20081009,  937
  260,20081010,  987
  260,20081011, 1006
  260,20081012,  638
  260,20081013,  879
  260,20081014,  784
  260,20081015,  193
  260,20081016,  591
  260,20081017,  704
  260,20081018,  649
  260,20081019,  618
  260,20081020,  890
  260,20081021,  446
  260,20081022,  673
  260,20081023,  863
  260,20081024,  142
  260,20081025,  833
  260,20081026,   96
  260,20081027,  704
  260,20081028,  439
  260,20081029,  518
  260,20081030,  471
  260,20081031,  498
  260,20081101,  189
  260,20081102,  523
  260,20081103,  103
  260,20081104,  263
  260,20081105,   73
  260,20081106,  416
  260,20081107,  467
  260,20081108,  625
  260,20081109,  387
  260,20081110,  163
  260,20081111,  294
  260,20081112,  305
  260,20081113,  464
  260,20081114,   94
  260,20081115,  113
  260,20081116,  218
  260,20081117,  402
  260,20081118,  112
  260,20081119,  183
  260,20081120,  214
  260,20081121,  346
  260,20081122,  343
  260,20081123,  144
  260,20081124,  286
  260,20081125,  308
  260,20081126,  177
  260,20081127,   57
  260,20081128,  108
  260,20081129,  223
  260,20081130,   53
  260,20081201,  185
  260,20081202,  238
  260,20081203,  300
  260,20081204,  104
  260,20081205,  151
  260,20081206,  307
  260,20081207,  387
  260,20081208,  204
  260,20081209,   87
  260,20081210,  309
  260,20081211,   59
  260,20081212,  248
  260,20081213,  341
  260,20081214,  186
  260,20081215,   78
  260,20081216,  122
  260,20081217,  172
  260,20081218,   83
  260,20081219,  307
  260,20081220,   83
  260,20081221,   92
  260,20081222,  233
  260,20081223,  189
  260,20081224,   83
  260,20081225,  131
  260,20081226,  386
  260,20081227,  376
  260,20081228,  415
  260,20081229,  380
  260,20081230,  450
  260,20081231,  259
  260,20090101,   81
  260,20090102,  146
  260,20090103,   90
  260,20090104,   78
  260,20090105,  311
  260,20090106,  483
  260,20090107,  204
  260,20090108,  133
  260,20090109,  439
  260,20090110,  496
  260,20090111,  459
  260,20090112,  208
  260,20090113,   69
  260,20090114,  207
  260,20090115,  441
  260,20090116,  177
  260,20090117,  113
  260,20090118,   93
  260,20090119,   89
  260,20090120,  320
  260,20090121,  239
  260,20090122,   90
  260,20090123,   78
  260,20090124,  258
  260,20090125,  460
  260,20090126,  475
  260,20090127,  523
  260,20090128,  567
  260,20090129,  654
  260,20090130,  623
  260,20090131,  651
  260,20090201,  515
  260,20090202,  170
  260,20090203,  120
  260,20090204,  105
  260,20090205,  227
  260,20090206,  503
  260,20090207,  304
  260,20090208,  417
  260,20090209,  138
  260,20090210,   79
  260,20090211,  461
  260,20090212,  690
  260,20090213,  216
  260,20090214,  769
  260,20090215,  290
  260,20090216,  418
  260,20090217,  174
  260,20090218,  632
  260,20090219,  199
  260,20090220,  221
  260,20090221,  386
  260,20090222,  281
  260,20090223,  349
  260,20090224,  342
  260,20090225,  209
  260,20090226,  614
  260,20090227,  188
  260,20090228,  342
  260,20090301,  654
  260,20090302,  555
  260,20090303,  273
  260,20090304,  256
  260,20090305,  551
  260,20090306,  619
  260,20090307,  862
  260,20090308, 1024
  260,20090309,  304
  260,20090310,  219
  260,20090311,  995
  260,20090312,  212
  260,20090313,  998
  260,20090314,  484
  260,20090315,  725
  260,20090316,  754
  260,20090317, 1322
  260,20090318, 1199
  260,20090319, 1325
  260,20090320, 1628
  260,20090321, 1609
  260,20090322, 1150
  260,20090323,  410
  260,20090324, 1348
  260,20090325,  700
  260,20090326,  297
  260,20090327, 1071
  260,20090328,  790
  260,20090329, 1035
  260,20090330, 1610
  260,20090331, 1747
  260,20090401, 1708
  260,20090402, 1841
  260,20090403, 1723
  260,20090404,  499
  260,20090405, 1202
  260,20090406, 1631
  260,20090407,  562
  260,20090408,  659
  260,20090409,  736
  260,20090410, 1707
  260,20090411, 1266
  260,20090412, 1096
  260,20090413, 1806
  260,20090414, 1751
  260,20090415, 1954
  260,20090416, 1183
  260,20090417, 1473
  260,20090418, 2264
  260,20090419, 1662
  260,20090420, 2132
  260,20090421, 2301
  260,20090422, 2304
  260,20090423, 1755
  260,20090424, 2304
  260,20090425, 1808
  260,20090426, 1099
  260,20090427, 1475
  260,20090428,  638
  260,20090429, 1592
  260,20090430, 2097
  260,20090501, 2120
  260,20090502, 1585
  260,20090503, 1196
  260,20090504, 1913
  260,20090505,  611
  260,20090506,  723
  260,20090507, 1259
  260,20090508, 1578
  260,20090509, 1949
  260,20090510, 2500
  260,20090511, 2316
  260,20090512, 2226
  260,20090513, 2078
  260,20090514, 1418
  260,20090515,  595
  260,20090516, 1552
  260,20090517, 1003
  260,20090518, 2054
  260,20090519, 1744
  260,20090520, 2274
  260,20090521, 1876
  260,20090522, 2382
  260,20090523, 2192
  260,20090524, 2764
  260,20090525, 2208
  260,20090526,  725
  260,20090527, 1370
  260,20090528, 2025
  260,20090529, 2971
  260,20090530, 2790
  260,20090531, 2449
  260,20090601, 2605
  260,20090602, 2859
  260,20090603, 1714
  260,20090604, 1438
  260,20090605, 1306
  260,20090606, 1687
  260,20090607, 1071
  260,20090608, 2123
  260,20090609, 1672
  260,20090610, 1404
  260,20090611, 1544
  260,20090612, 2783
  260,20090613, 2595
  260,20090614, 1102
  260,20090615, 1381
  260,20090616, 1918
  260,20090617, 2427
  260,20090618, 2201
  260,20090619, 2151
  260,20090620, 1743
  260,20090621, 2120
  260,20090622, 1945
  260,20090623, 2759
  260,20090624, 2727
  260,20090625, 2485
  260,20090626, 1831
  260,20090627, 1363
  260,20090628, 1269
  260,20090629, 2424
  260,20090630, 2765
  260,20090701, 2560
  260,20090702, 2246
  260,20090703, 2382
  260,20090704, 2573
  260,20090705, 2087
  260,20090706, 2070
  260,20090707, 1257
  260,20090708, 1543
  260,20090709, 1410
  260,20090710, 1121
  260,20090711, 2082
  260,20090712,  969
  260,20090713, 1981
  260,20090714, 2039
  260,20090715, 2353
  260,20090716, 2491
  260,20090717, 1968
  260,20090718, 1071
  260,20090719, 1625
  260,20090720, 1991
  260,20090721, 1819
  260,20090722, 1613
  260,20090723,  998
  260,20090724, 1479
  260,20090725, 2139
  260,20090726, 2156
  260,20090727, 1578
  260,20090728, 1695
  260,20090729, 1570
  260,20090730, 1868
  260,20090731, 2239
  260,20090801, 2112
  260,20090802,  870
  260,20090803, 2045
  260,20090804, 2533
  260,20090805, 2300
  260,20090806, 2392
  260,20090807, 1825
  260,20090808, 1493
  260,20090809, 1302
  260,20090810, 2003
  260,20090811, 1336
  260,20090812,  801
  260,20090813, 1656
  260,20090814, 1755
  260,20090815, 2272
  260,20090816, 1764
  260,20090817, 1449
  260,20090818, 1869
  260,20090819, 2095
  260,20090820, 1807
  260,20090821, 1583
  260,20090822, 1796
  260,20090823, 2129
  260,20090824, 1977
  260,20090825,  618
  260,20090826, 1688
  260,20090827, 1030
  260,20090828, 1546
  260,20090829, 1788
  260,20090830,  881
  260,20090831, 1642
  260,20090901,  688
  260,20090902, 1417
  260,20090903,  868
  260,20090904, 1162
  260,20090905, 1428
  260,20090906,  831
  260,20090907, 1660
  260,20090908, 1784
  260,20090909,  712
  260,20090910, 1476
  260,20090911, 1079
  260,20090912, 1384
  260,20090913,  825
  260,20090914, 1208
  260,20090915,  376
  260,20090916, 1049
  260,20090917, 1463
  260,20090918, 1627
  260,20090919, 1286
  260,20090920,  949
  260,20090921, 1302
  260,20090922, 1284
  260,20090923, 1006
  260,20090924, 1272
  260,20090925,  598
  260,20090926, 1319
  260,20090927, 1165
  260,20090928,  684
  260,20090929,  347
  260,20090930,  325
  260,20091001,  530
  260,20091002,  390
  260,20091003,  326
  260,20091004,  984
  260,20091005,  242
  260,20091006,  409
  260,20091007,  373
  260,20091008,  927
  260,20091009, 1187
  260,20091010,  476
  260,20091011,  342
  260,20091012,  956
  260,20091013, 1075
  260,20091014, 1000
  260,20091015, 1085
  260,20091016,  693
  260,20091017,  916
  260,20091018,  704
  260,20091019,  397
  260,20091020,  882
  260,20091021,  658
  260,20091022,  226
  260,20091023,  693
  260,20091024,  168
  260,20091025,  620
  260,20091026,  218
  260,20091027,  546
  260,20091028,  733
  260,20091029,  383
  260,20091030,  443
  260,20091031,  467
  260,20091101,  183
  260,20091102,  403
  260,20091103,  285
  260,20091104,  262
  260,20091105,  202
  260,20091106,  237
  260,20091107,  184
  260,20091108,  633
  260,20091109,  189
  260,20091110,  169
  260,20091111,  144
  260,20091112,  314
  260,20091113,  153
  260,20091114,  287
  260,20091115,  147
  260,20091116,  155
  260,20091117,  275
  260,20091118,   88
  260,20091119,  448
  260,20091120,  334
  260,20091121,  429
  260,20091122,  345
  260,20091123,  126
  260,20091124,  142
  260,20091125,   96
  260,20091126,  146
  260,20091127,  270
  260,20091128,  164
  260,20091129,   90
  260,20091130,  226
  260,20091201,  367
  260,20091202,  119
  260,20091203,   92
  260,20091204,   76
  260,20091205,   98
  260,20091206,   87
  260,20091207,  203
  260,20091208,  203
  260,20091209,   63
  260,20091210,  158
  260,20091211,  160
  260,20091212,  302
  260,20091213,  295
  260,20091214,  111
  260,20091215,  492
  260,20091216,  174
  260,20091217,   69
  260,20091218,  362
  260,20091219,  286
  260,20091220,   89
  260,20091221,  223
  260,20091222,  179
  260,20091223,  155
  260,20091224,  302
  260,20091225,   73
  260,20091226,  338
  260,20091227,  193
  260,20091228,  310
  260,20091229,  199
  260,20091230,   35
  260,20091231,   72
  260,20100101,  318
  260,20100102,  117
  260,20100103,  388
  260,20100104,  179
  260,20100105,  253
  260,20100106,  455
  260,20100107,  408
  260,20100108,  216
  260,20100109,  166
  260,20100110,  149
  260,20100111,  125
  260,20100112,  222
  260,20100113,  223
  260,20100114,  393
  260,20100115,  114
  260,20100116,  150
  260,20100117,  183
  260,20100118,  110
  260,20100119,  133
  260,20100120,  417
  260,20100121,  156
  260,20100122,  408
  260,20100123,  143
  260,20100124,  134
  260,20100125,  160
  260,20100126,  689
  260,20100127,  197
  260,20100128,  341
  260,20100129,  130
  260,20100130,  710
  260,20100131,  538
  260,20100201,  343
  260,20100202,   85
  260,20100203,  603
  260,20100204,  210
  260,20100205,  137
  260,20100206,  252
  260,20100207,  153
  260,20100208,  400
  260,20100209,  496
  260,20100210,  380
  260,20100211,  620
  260,20100212,  911
  260,20100213,  229
  260,20100214,  221
  260,20100215,  514
  260,20100216,  372
  260,20100217,  576
  260,20100218,  269
  260,20100219,  127
  260,20100220,  645
  260,20100221,  262
  260,20100222,  133
  260,20100223,  546
  260,20100224,  372
  260,20100225,  271
  260,20100226,  258
  260,20100227,  350
  260,20100228,  152
  260,20100301,  766
  260,20100302,  732
  260,20100303, 1084
  260,20100304, 1181
  260,20100305,  681
  260,20100306, 1275
  260,20100307, 1350
  260,20100308,  467
  260,20100309, 1411
  260,20100310, 1351
  260,20100311,  724
  260,20100312,  470
  260,20100313,  514
  260,20100314,  597
  260,20100315,  547
  260,20100316,  806
  260,20100317, 1186
  260,20100318, 1153
  260,20100319,  315
  260,20100320,  369
  260,20100321, 1132
  260,20100322, 1020
  260,20100323, 1529
  260,20100324, 1051
  260,20100325, 1402
  260,20100326,  529
  260,20100327,  966
  260,20100328,  836
  260,20100329,  924
  260,20100330,  445
  260,20100331,  832
  260,20100401, 1236
  260,20100402, 1608
  260,20100403,  659
  260,20100404,  642
  260,20100405, 1168
  260,20100406, 1940
  260,20100407, 1584
  260,20100408, 1291
  260,20100409, 1973
  260,20100410, 1737
  260,20100411,  847
  260,20100412, 1742
  260,20100413, 1947
  260,20100414, 1726
  260,20100415, 2121
  260,20100416, 1331
  260,20100417, 2259
  260,20100418, 2178
  260,20100419, 1979
  260,20100420, 1948
  260,20100421, 1614
  260,20100422, 1594
  260,20100423, 2395
  260,20100424, 2187
  260,20100425, 1686
  260,20100426, 1667
  260,20100427, 1768
  260,20100428, 2034
  260,20100429, 1864
  260,20100430, 1001
  260,20100501, 1015
  260,20100502,  249
  260,20100503,  280
  260,20100504, 1942
  260,20100505, 1664
  260,20100506, 2070
  260,20100507,  741
  260,20100508,  398
  260,20100509, 1107
  260,20100510, 1279
  260,20100511, 1173
  260,20100512,  572
  260,20100513,  520
  260,20100514, 1316
  260,20100515, 1768
  260,20100516, 1972
  260,20100517, 1997
  260,20100518, 2343
  260,20100519, 2825
  260,20100520, 2747
  260,20100521, 2219
  260,20100522, 2760
  260,20100523, 2678
  260,20100524, 2554
  260,20100525, 2615
  260,20100526,  996
  260,20100527, 1274
  260,20100528, 2659
  260,20100529, 1939
  260,20100530,  859
  260,20100531, 1076
  260,20100601, 1818
  260,20100602, 2947
  260,20100603, 2983
  260,20100604, 2966
  260,20100605, 2776
  260,20100606, 1333
  260,20100607, 1364
  260,20100608, 1353
  260,20100609,  914
  260,20100610,  730
  260,20100611,  736
  260,20100612, 2386
  260,20100613, 1373
  260,20100614, 2740
  260,20100615, 2504
  260,20100616, 2947
  260,20100617, 2853
  260,20100618,  913
  260,20100619, 1823
  260,20100620, 1059
  260,20100621, 2747
  260,20100622, 2787
  260,20100623, 2873
  260,20100624, 2675
  260,20100625, 2848
  260,20100626, 2892
  260,20100627, 2868
  260,20100628, 2699
  260,20100629, 2324
  260,20100630, 2344
  260,20100701, 2269
  260,20100702, 2477
  260,20100703, 1476
  260,20100704, 2683
  260,20100705, 1999
  260,20100706, 2324
  260,20100707, 2491
  260,20100708, 2522
  260,20100709, 2350
  260,20100710, 2427
  260,20100711, 2409
  260,20100712, 1671
  260,20100713, 1788
  260,20100714, 2211
  260,20100715, 1736
  260,20100716, 1586
  260,20100717, 2014
  260,20100718, 2583
  260,20100719, 2694
  260,20100720, 2304
  260,20100721, 1548
  260,20100722, 1662
  260,20100723, 1871
  260,20100724, 2676
  260,20100725, 1125
  260,20100726, 1287
  260,20100727, 1426
  260,20100728, 2087
  260,20100729, 1692
  260,20100730, 2208
  260,20100731,  760
  260,20100801, 1316
  260,20100802,  831
  260,20100803, 2381
  260,20100804,  889
  260,20100805, 1465
  260,20100806, 2251
  260,20100807,  680
  260,20100808, 1303
  260,20100809, 1703
  260,20100810, 1091
  260,20100811, 1964
  260,20100812, 1115
  260,20100813, 1970
  260,20100814, 1905
  260,20100815, 1139
  260,20100816, 1193
  260,20100817,  287
  260,20100818, 1240
  260,20100819, 1323
  260,20100820, 2070
  260,20100821, 1258
  260,20100822, 1071
  260,20100823,  902
  260,20100824, 1750
  260,20100825, 1379
  260,20100826,  328
  260,20100827,  746
  260,20100828, 1466
  260,20100829,  765
  260,20100830, 1468
  260,20100831, 1553
  260,20100901, 1280
  260,20100902, 1058
  260,20100903, 1541
  260,20100904, 1749
  260,20100905, 1689
  260,20100906, 1877
  260,20100907,  343
  260,20100908,  617
  260,20100909, 1319
  260,20100910,  553
  260,20100911, 1597
  260,20100912,  671
  260,20100913, 1202
  260,20100914,  205
  260,20100915, 1411
  260,20100916,  902
  260,20100917,  958
  260,20100918, 1165
  260,20100919,  575
  260,20100920,  663
  260,20100921,  839
  260,20100922, 1418
  260,20100923,  868
  260,20100924,  792
  260,20100925, 1246
  260,20100926,  763
  260,20100927,  158
  260,20100928,  351
  260,20100929, 1226
  260,20100930,  256
  260,20101001, 1205
  260,20101002,  512
  260,20101003, 1143
  260,20101004,  813
  260,20101005,  584
  260,20101006,  399
  260,20101007,  549
  260,20101008,  409
  260,20101009, 1139
  260,20101010, 1213
  260,20101011, 1209
  260,20101012,  923
  260,20101013,  480
  260,20101014,  320
  260,20101015,  316
  260,20101016,  587
  260,20101017,  974
  260,20101018,  747
  260,20101019,  557
  260,20101020,  640
  260,20101021,  855
  260,20101022,  571
  260,20101023,  175
  260,20101024,  711
  260,20101025,  791
  260,20101026,  404
  260,20101027,  174
  260,20101028,  189
  260,20101029,  436
  260,20101030,  278
  260,20101031,  317
  260,20101101,  159
  260,20101102,  120
  260,20101103,  417
  260,20101104,  123
  260,20101105,   89
  260,20101106,  263
  260,20101107,  280
  260,20101108,  288
  260,20101109,  149
  260,20101110,  299
  260,20101111,  102
  260,20101112,  284
  260,20101113,  172
  260,20101114,  127
  260,20101115,  341
  260,20101116,  447
  260,20101117,  154
  260,20101118,  200
  260,20101119,  199
  260,20101120,  381
  260,20101121,  391
  260,20101122,  264
  260,20101123,  297
  260,20101124,  336
  260,20101125,  232
  260,20101126,  418
  260,20101127,   90
  260,20101128,  516
  260,20101129,   41
  260,20101130,  222
  260,20101201,  256
  260,20101202,  150
  260,20101203,  288
  260,20101204,  106
  260,20101205,  217
  260,20101206,  182
  260,20101207,  193
  260,20101208,  104
  260,20101209,  261
  260,20101210,  111
  260,20101211,   84
  260,20101212,  177
  260,20101213,  151
  260,20101214,  114
  260,20101215,  217
  260,20101216,   29
  260,20101217,   90
  260,20101218,  190
  260,20101219,  118
  260,20101220,  317
  260,20101221,   95
  260,20101222,   74
  260,20101223,   70
  260,20101224,  164
  260,20101225,  288
  260,20101226,  278
  260,20101227,  137
  260,20101228,   85
  260,20101229,  205
  260,20101230,  338
